run_accession,sample_accession,study_accession,sample_description,study_title,library_strategy,scientific_name,instrument_platform,instrument_model,collection_date_end,location,lat,lon,country,fastq_bytes,fastq_ftp
SRR17658290,SAMN25078520,PRJNA798446,"Mangrove sediments in the Qi’ao Mangrove Wetland Park of Guangdong province, China",Shotgun metagenome of microbial community in mangrove sediments in a depth range of 100 cm,WGS,sediment metagenome,ILLUMINA,Illumina NovaSeq 6000,2019-12-21,22.43 N 113.64 E,22.43,113.64,China:Pearl River Estuary,2800815227;3034570825,ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/090/SRR17658290/SRR17658290_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/090/SRR17658290/SRR17658290_2.fastq.gz
SRR17658291,SAMN25078519,PRJNA798446,"Mangrove sediments in the Qi’ao Mangrove Wetland Park of Guangdong province, China",Shotgun metagenome of microbial community in mangrove sediments in a depth range of 100 cm,WGS,sediment metagenome,ILLUMINA,Illumina NovaSeq 6000,2019-12-21,22.43 N 113.64 E,22.43,113.64,China:Pearl River Estuary,3423627757;3649112231,ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/091/SRR17658291/SRR17658291_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/091/SRR17658291/SRR17658291_2.fastq.gz
SRR17658292,SAMN25078518,PRJNA798446,"Mangrove sediments in the Qi’ao Mangrove Wetland Park of Guangdong province, China",Shotgun metagenome of microbial community in mangrove sediments in a depth range of 100 cm,WGS,sediment metagenome,ILLUMINA,Illumina NovaSeq 6000,2019-12-21,22.43 N 113.64 E,22.43,113.64,China:Pearl River Estuary,3057880554;3223496450,ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/092/SRR17658292/SRR17658292_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/092/SRR17658292/SRR17658292_2.fastq.gz
SRR17658294,SAMN25078516,PRJNA798446,"Mangrove sediments in the Qi’ao Mangrove Wetland Park of Guangdong province, China",Shotgun metagenome of microbial community in mangrove sediments in a depth range of 100 cm,WGS,sediment metagenome,ILLUMINA,Illumina NovaSeq 6000,2019-12-21,22.43 N 113.64 E,22.43,113.64,China:Pearl River Estuary,2699648412;2900649960,ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/094/SRR17658294/SRR17658294_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/094/SRR17658294/SRR17658294_2.fastq.gz
SRR17658297,SAMN25078513,PRJNA798446,"Mangrove sediments in the Qi’ao Mangrove Wetland Park of Guangdong province, China",Shotgun metagenome of microbial community in mangrove sediments in a depth range of 100 cm,WGS,sediment metagenome,ILLUMINA,Illumina NovaSeq 6000,2019-12-21,22.43 N 113.64 E,22.43,113.64,China:Pearl River Estuary,4509019404;4570932808,ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/097/SRR17658297/SRR17658297_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/097/SRR17658297/SRR17658297_2.fastq.gz
SRR17658300,SAMN25078502,PRJNA798446,"Mangrove sediments in the Qi’ao Mangrove Wetland Park of Guangdong province, China",Shotgun metagenome of microbial community in mangrove sediments in a depth range of 100 cm,WGS,sediment metagenome,ILLUMINA,Illumina NovaSeq 6000,2019-12-21,22.43 N 113.64 E,22.43,113.64,China:Pearl River Estuary,2679965801;2839928294,ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/000/SRR17658300/SRR17658300_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/000/SRR17658300/SRR17658300_2.fastq.gz
SRR11296459,SAMN14363796,PRJNA612127,Metagenome or environmental sample from mangrove metagenome,mangrove metagenome Raw sequence reads,WGS,mangrove metagenome,ILLUMINA,Illumina MiSeq,2018-04-01,6.8494 N 101.0166 E,6.8494,101.0166,Thailand,713894879,ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/059/SRR11296459/SRR11296459.fastq.gz
SRR6811659,SAMN08634934,PRJNA436903,Metagenome or environmental sample from mangrove metagenome,Mangrove Microbial Diversity of Sundarban soil,WGS,mangrove metagenome,ILLUMINA,NextSeq 500,2017-03-28,22.0109 N 88.4056 E,22.0109,88.4056,"India: sundarban,west bengal",3954536684;3934717249,ftp.sra.ebi.ac.uk/vol1/fastq/SRR681/009/SRR6811659/SRR6811659_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR681/009/SRR6811659/SRR6811659_2.fastq.gz
SRR18713657,SAMN17675491,PRJNA697602,"Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe","Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe - Cand. Thiomargarita magnifica 1 metagenome",WGS,mangrove metagenome,ILLUMINA,NextSeq 500,2018-10-24,16.2781 N 61.5582 W,16.2781,-61.5582,Guadeloupe: Basse-Terre,108263548;110768098,ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/057/SRR18713657/SRR18713657_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/057/SRR18713657/SRR18713657_2.fastq.gz
SRR18713683,SAMN17674966,PRJNA697606,"Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe","Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe - Cand. Thiomargarita magnifica 5 metagenome",WGS,mangrove metagenome,ILLUMINA,NextSeq 500,2018-10-24,16.2781 N 61.5582 W,16.2781,-61.5582,Guadeloupe: Basse-Terre,99458670;102343047,ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/083/SRR18713683/SRR18713683_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/083/SRR18713683/SRR18713683_2.fastq.gz
SRR18713744,SAMN17675490,PRJNA697608,"Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe","Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe - Cand. Thiomargarita magnifica 7 metagenome",WGS,mangrove metagenome,ILLUMINA,NextSeq 500,2018-10-24,16.2781 N 61.5582 W,16.2781,-61.5582,Guadeloupe: Basse-Terre,136544596;133745405,ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/044/SRR18713744/SRR18713744_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/044/SRR18713744/SRR18713744_2.fastq.gz
SRR18713845,SAMN17674809,PRJNA697610,"Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe","Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe - Cand. Thiomargarita magnifica 9 metagenome",WGS,mangrove metagenome,ILLUMINA,NextSeq 500,2018-10-24,16.2781 N 61.5582 W,16.2781,-61.5582,Guadeloupe: Basse-Terre,149783482;153882056,ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/045/SRR18713845/SRR18713845_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/045/SRR18713845/SRR18713845_2.fastq.gz
SRR18714151,SAMN17675949,PRJNA697611,"Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe","Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe - Cand. Thiomargarita magnifica 10 metagenome",WGS,mangrove metagenome,ILLUMINA,NextSeq 500,2018-10-24,16.2781 N 61.5582 W,16.2781,-61.5582,Guadeloupe: Basse-Terre,200250258;198865714,ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/051/SRR18714151/SRR18714151_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/051/SRR18714151/SRR18714151_2.fastq.gz
SRR18715705,SAMN17675291,PRJNA697625,"Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe","Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe - Cand. Thiomargarita magnifica 25 metagenome",WGS,mangrove metagenome,ILLUMINA,NextSeq 500,2018-10-24,16.2781 N 61.5582 W,16.2781,-61.5582,Guadeloupe: Basse-Terre,164072052;161754119,ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/005/SRR18715705/SRR18715705_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/005/SRR18715705/SRR18715705_2.fastq.gz
SRR18715710,SAMN17674800,PRJNA697624,"Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe","Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe - Cand. Thiomargarita magnifica 23 metagenome",WGS,mangrove metagenome,ILLUMINA,NextSeq 500,2018-10-24,16.2781 N 61.5582 W,16.2781,-61.5582,Guadeloupe: Basse-Terre,187588555;189334922,ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/010/SRR18715710/SRR18715710_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/010/SRR18715710/SRR18715710_2.fastq.gz
SRR18715745,SAMN17674771,PRJNA697629,"Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe","Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe - Cand. Thiomargarita magnifica 29 metagenome",WGS,mangrove metagenome,ILLUMINA,NextSeq 500,2018-10-24,16.2781 N 61.5582 W,16.2781,-61.5582,Guadeloupe: Basse-Terre,195403730;204510250,ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/045/SRR18715745/SRR18715745_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/045/SRR18715745/SRR18715745_2.fastq.gz
SRR18715961,SAMN17674510,PRJNA697634,"Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe","Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe - Cand. Thiomargarita magnifica 34 metagenome",WGS,mangrove metagenome,ILLUMINA,NextSeq 500,2018-10-24,16.2781 N 61.5582 W,16.2781,-61.5582,Guadeloupe: Basse-Terre,58882217;58070865,ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/061/SRR18715961/SRR18715961_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/061/SRR18715961/SRR18715961_2.fastq.gz
SRR18716457,SAMN17674334,PRJNA697636,"Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe","Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe - Cand. Thiomargarita magnifica 36 metagenome",WGS,mangrove metagenome,ILLUMINA,NextSeq 500,2018-10-24,16.2781 N 61.5582 W,16.2781,-61.5582,Guadeloupe: Basse-Terre,88306719;85635199,ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/057/SRR18716457/SRR18716457_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/057/SRR18716457/SRR18716457_2.fastq.gz
SRR18716460,SAMN17675488,PRJNA697638,"Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe","Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe - Cand. Thiomargarita magnifica 38 metagenome",WGS,mangrove metagenome,ILLUMINA,NextSeq 500,2018-10-24,16.2781 N 61.5582 W,16.2781,-61.5582,Guadeloupe: Basse-Terre,103329705;101755379,ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/060/SRR18716460/SRR18716460_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/060/SRR18716460/SRR18716460_2.fastq.gz
SRR18716461,SAMN17674664,PRJNA697635,"Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe","Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe - Cand. Thiomargarita magnifica 35 metagenome",WGS,mangrove metagenome,ILLUMINA,NextSeq 500,2018-10-24,16.2781 N 61.5582 W,16.2781,-61.5582,Guadeloupe: Basse-Terre,273541834;285477056,ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/061/SRR18716461/SRR18716461_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/061/SRR18716461/SRR18716461_2.fastq.gz
SRR18716576,SAMN17674470,PRJNA697640,"Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe","Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe - Cand. Thiomargarita magnifica 40 metagenome",WGS,mangrove metagenome,ILLUMINA,NextSeq 500,2018-10-24,16.2781 N 61.5582 W,16.2781,-61.5582,Guadeloupe: Basse-Terre,115597690;119040096,ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/076/SRR18716576/SRR18716576_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/076/SRR18716576/SRR18716576_2.fastq.gz
SRR18717190,SAMN17674666,PRJNA697715,"Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe","Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe - Cand. Thiomargarita magnifica 46 metagenome",WGS,mangrove metagenome,ILLUMINA,NextSeq 500,2018-10-24,16.2781 N 61.5582 W,16.2781,-61.5582,Guadeloupe: Basse-Terre,175510650;178103562,ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/090/SRR18717190/SRR18717190_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/090/SRR18717190/SRR18717190_2.fastq.gz
SRR18717195,SAMN17674469,PRJNA697716,"Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe","Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe - Cand. Thiomargarita magnifica 47 metagenome",WGS,mangrove metagenome,ILLUMINA,NextSeq 500,2018-10-24,16.2781 N 61.5582 W,16.2781,-61.5582,Guadeloupe: Basse-Terre,87235607;84630411,ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/095/SRR18717195/SRR18717195_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/095/SRR18717195/SRR18717195_2.fastq.gz
SRR18717653,SAMN17674960,PRJNA697719,"Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe","Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe - Cand. Thiomargarita magnifica 50 metagenome",WGS,mangrove metagenome,ILLUMINA,NextSeq 500,2018-10-24,16.2781 N 61.5582 W,16.2781,-61.5582,Guadeloupe: Basse-Terre,211915255;211498017,ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/053/SRR18717653/SRR18717653_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/053/SRR18717653/SRR18717653_2.fastq.gz
SRR18717654,SAMN17674468,PRJNA697717,"Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe","Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe - Cand. Thiomargarita magnifica 48 metagenome",WGS,mangrove metagenome,ILLUMINA,NextSeq 500,2018-10-24,16.2781 N 61.5582 W,16.2781,-61.5582,Guadeloupe: Basse-Terre,151841234;146749361,ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/054/SRR18717654/SRR18717654_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/054/SRR18717654/SRR18717654_2.fastq.gz
SRR18718023,SAMN17674316,PRJNA697722,"Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe","Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe - Cand. Thiomargarita magnifica 53 metagenome",WGS,mangrove metagenome,ILLUMINA,NextSeq 500,2018-10-24,16.2781 N 61.5582 W,16.2781,-61.5582,Guadeloupe: Basse-Terre,264559571;267765607,ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/023/SRR18718023/SRR18718023_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/023/SRR18718023/SRR18718023_2.fastq.gz
SRR18718151,SAMN17675495,PRJNA697757,"Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe","Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe - Cand. Thiomargarita magnifica 56 metagenome",WGS,mangrove metagenome,ILLUMINA,NextSeq 500,2018-10-24,16.2781 N 61.5582 W,16.2781,-61.5582,Guadeloupe: Basse-Terre,57983083;59246213,ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/051/SRR18718151/SRR18718151_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/051/SRR18718151/SRR18718151_2.fastq.gz
SRR18718172,SAMN17675487,PRJNA697759,"Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe","Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe - Cand. Thiomargarita magnifica 58 metagenome",WGS,mangrove metagenome,ILLUMINA,NextSeq 500,2018-10-24,16.2781 N 61.5582 W,16.2781,-61.5582,Guadeloupe: Basse-Terre,145270332;188989530,ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/072/SRR18718172/SRR18718172_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/072/SRR18718172/SRR18718172_2.fastq.gz
SRR18720393,SAMN17674650,PRJNA697765,"Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe","Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe - Cand. Thiomargarita magnifica 64 metagenome",WGS,mangrove metagenome,ILLUMINA,NextSeq 500,2018-10-24,16.2781 N 61.5582 W,16.2781,-61.5582,Guadeloupe: Basse-Terre,324229493;326212431,ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/093/SRR18720393/SRR18720393_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/093/SRR18720393/SRR18720393_2.fastq.gz
SRR18720395,SAMN17675984,PRJNA697767,"Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe","Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe - Cand. Thiomargarita magnifica 66 metagenome",WGS,mangrove metagenome,ILLUMINA,NextSeq 500,2018-10-24,16.2781 N 61.5582 W,16.2781,-61.5582,Guadeloupe: Basse-Terre,499806048;550156573,ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/095/SRR18720395/SRR18720395_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/095/SRR18720395/SRR18720395_2.fastq.gz
SRR18721578,SAMN17675998,PRJNA697766,"Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe","Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe - Cand. Thiomargarita magnifica 65 metagenome",WGS,mangrove metagenome,ILLUMINA,NextSeq 500,2018-10-24,16.2781 N 61.5582 W,16.2781,-61.5582,Guadeloupe: Basse-Terre,251329531;255223908,ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/078/SRR18721578/SRR18721578_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/078/SRR18721578/SRR18721578_2.fastq.gz
SRR18721579,SAMN17674317,PRJNA697526,"Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe","Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe - Cand. Thiomargarita magnifica 70 metagenome",WGS,mangrove metagenome,ILLUMINA,NextSeq 500,2018-10-24,16.2781 N 61.5582 W,16.2781,-61.5582,Guadeloupe: Basse-Terre,1038763025;1058450092,ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/079/SRR18721579/SRR18721579_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/079/SRR18721579/SRR18721579_2.fastq.gz
SRR18721617,SAMN17674958,PRJNA697525,"Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe","Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe - Cand. Thiomargarita magnifica 69 metagenome",WGS,mangrove metagenome,ILLUMINA,NextSeq 500,2018-10-24,16.2781 N 61.5582 W,16.2781,-61.5582,Guadeloupe: Basse-Terre,475593202;483181086,ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/017/SRR18721617/SRR18721617_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/017/SRR18721617/SRR18721617_2.fastq.gz
SRR18723883,SAMN17674511,PRJNA697528,"Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe","Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe - Cand. Thiomargarita magnifica 72 metagenome",WGS,mangrove metagenome,ILLUMINA,NextSeq 500,2018-10-24,16.2781 N 61.5582 W,16.2781,-61.5582,Guadeloupe: Basse-Terre,247782281;248521042,ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/083/SRR18723883/SRR18723883_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/083/SRR18723883/SRR18723883_2.fastq.gz
SRR18725089,SAMN17675854,PRJNA697533,"Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe","Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe - Cand. Thiomargarita magnifica 77 metagenome",WGS,mangrove metagenome,ILLUMINA,NextSeq 500,2018-10-24,16.2781 N 61.5582 W,16.2781,-61.5582,Guadeloupe: Basse-Terre,381821719;385650699,ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/089/SRR18725089/SRR18725089_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/089/SRR18725089/SRR18725089_2.fastq.gz
SRR18725158,SAMN17674332,PRJNA697535,"Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe","Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe - Cand. Thiomargarita magnifica 79 metagenome",WGS,mangrove metagenome,ILLUMINA,NextSeq 500,2018-10-24,16.2781 N 61.5582 W,16.2781,-61.5582,Guadeloupe: Basse-Terre,487416845;497372006,ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/058/SRR18725158/SRR18725158_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/058/SRR18725158/SRR18725158_2.fastq.gz
SRR18726453,SAMN17674976,PRJNA697536,"Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe","Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe - Cand. Thiomargarita magnifica 80 metagenome",WGS,mangrove metagenome,ILLUMINA,NextSeq 500,2018-10-24,16.2781 N 61.5582 W,16.2781,-61.5582,Guadeloupe: Basse-Terre,219494284;212403538,ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/053/SRR18726453/SRR18726453_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/053/SRR18726453/SRR18726453_2.fastq.gz
SRR18726454,SAMN17675306,PRJNA697537,"Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe","Enriched cells from mangrove seawater in Basse-Terre, Guadeloupe - Cand. Thiomargarita magnifica 81 metagenome",WGS,mangrove metagenome,ILLUMINA,NextSeq 500,2018-10-24,16.2781 N 61.5582 W,16.2781,-61.5582,Guadeloupe: Basse-Terre,604709349;612361459,ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/054/SRR18726454/SRR18726454_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/054/SRR18726454/SRR18726454_2.fastq.gz
SRR14773348,SAMN17799234,PRJNA699587,Samples collected in soil mangrove harvested by a shrimp farm,BTS Metagenome,WGS,mangrove metagenome,ILLUMINA,NextSeq 500,2019-05-31,12.677 S 38.733 W,-12.677,-38.733,Brazil:Baia de Todos os Santos,1260217516;1251289540,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/048/SRR14773348/SRR14773348_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/048/SRR14773348/SRR14773348_2.fastq.gz
SRR14699187,SAMN17791400,PRJNA699587,Metagenome or environmental sample from mangrove metagenome impacted by shrimp farm,BTS Metagenome,WGS,mangrove metagenome,ILLUMINA,NextSeq 500,2019-05-31,12.679 S 38.729 W,-12.679,-38.729,Brazil:Baia de Todos os Santos,1437476429;1440380515,ftp.sra.ebi.ac.uk/vol1/fastq/SRR146/087/SRR14699187/SRR14699187_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR146/087/SRR14699187/SRR14699187_2.fastq.gz
SRR14639441,SAMN17792847,PRJNA699587,Metagenome or environmental sample from mangrove metagenome impacted by shrimp farm,BTS Metagenome,WGS,mangrove metagenome,ILLUMINA,NextSeq 500,2019-05-31,12.679 S 38.729 W,-12.679,-38.729,Brazil:Baia de Todos os Santos,922414419;921995954,ftp.sra.ebi.ac.uk/vol1/fastq/SRR146/041/SRR14639441/SRR14639441_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR146/041/SRR14639441/SRR14639441_2.fastq.gz
ERR1945145,SAMEA104017139,PRJEB20376,Sample obtained at Salinopolis' mangrove during the low tidal with sterile bottles,Evaluation of the bioremediation potential of Atlantic Amazon,WGS,metagenome,ION_TORRENT,Ion Torrent PGM,2016-11-12,0.616778 N 47.336056 W,0.616778,-47.336056,Brazil,260852603,ftp.sra.ebi.ac.uk/vol1/fastq/ERR194/005/ERR1945145/ERR1945145.fastq.gz
SRR11695890,SAMN14515353,PRJNA621486,"Sediment microbial communities from coastal wetland in Texas, United States Mangrove dominant sediment","Sediment microbial communities from coastal wetland in Texas, United States - D1103M02 metagenome",WGS,wetland metagenome,ILLUMINA,Illumina NovaSeq 6000,2017-11-03,27.8985 N 97.0386 W,27.8985,-97.0386,USA: Texas,4134392338;4164889501,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/090/SRR11695890/SRR11695890_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/090/SRR11695890/SRR11695890_2.fastq.gz
SRR11696381,SAMN14515774,PRJNA621493,"Sediment microbial communities from coastal wetland in Texas, United States Mangrove dominant sediment","Sediment microbial communities from coastal wetland in Texas, United States - D1105M12 metagenome",WGS,wetland metagenome,ILLUMINA,Illumina NovaSeq 6000,2017-11-05,27.8985 N 97.0386 W,27.8985,-97.0386,USA: Texas,3001759724;3011929241,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/081/SRR11696381/SRR11696381_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/081/SRR11696381/SRR11696381_2.fastq.gz
SRR11696408,SAMN14515898,PRJNA621494,"Sediment microbial communities from coastal wetland in Texas, United States Mangrove dominant sediment","Sediment microbial communities from coastal wetland in Texas, United States - D1105M20 metagenome",WGS,wetland metagenome,ILLUMINA,Illumina NovaSeq 6000,2017-11-05,27.8985 N 97.0386 W,27.8985,-97.0386,USA: Texas,5582570270;5620499755,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/008/SRR11696408/SRR11696408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/008/SRR11696408/SRR11696408_2.fastq.gz
SRR11696423,SAMN14515643,PRJNA621499,"Sediment microbial communities from coastal wetland in Texas, United States Mangrove dominant sediment","Sediment microbial communities from coastal wetland in Texas, United States - D0606M02 metagenome",WGS,wetland metagenome,ILLUMINA,Illumina NovaSeq 6000,2018-06-06,27.8962 N 97.0386 W,27.8962,-97.0386,USA: Texas,3596926262;3646311657,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/023/SRR11696423/SRR11696423_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/023/SRR11696423/SRR11696423_2.fastq.gz
SRR11697951,SAMN14515352,PRJNA621507,"Sediment microbial communities from coastal wetland in Texas, United States Mangrove dominant sediment","Sediment microbial communities from coastal wetland in Texas, United States - D0608M02 metagenome",WGS,wetland metagenome,ILLUMINA,Illumina NovaSeq 6000,2018-06-08,27.8962 N 97.0386 W,27.8962,-97.0386,USA: Texas,3657917500;3698119488,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/051/SRR11697951/SRR11697951_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/051/SRR11697951/SRR11697951_2.fastq.gz
